Name,Quantity,Unit,Location,Price,Last Updated,Notes
Buffer Tablet pH 5,5,vials,B14,0,,
0-14 pH Dip Paper,40,boxes,B15,0,,aka pH dip sticks or dipsticks or dipstx
pH Paper Universal Vials,6,vials,B15,0,,
Single Roll Dispenser of pH Papers,1.00,,B15,0,,
pH Paper 1-12,0,Units,B16,0,,
pH Paper 12.5-14,7.00,,B16,0,,
pH Paper 8-9.5,4.00,,B17,0,,
pH Paper 9-12,5.00,,B17,0,,
pH Paper 3-5.5,22.00,,B18,0,,
pH Paper 6-8,7.00,,B18,0,,
5mL Glass Pipets,5.00,,B19,0,2/20/2024,>10 in backstock
Glass Pipettes 10 mL,2,packs,B20,0,1/6/2023,
Pipets Plastic 25ml,11.00,,B21,0,1/6/2023,
90 degrees Glass Inlet Adapter,22,ea,B22,0,,
12 mL Plastic Vials,75,ea,B23,0,,
,3.00,,B24,0,,
"3-in-1 pliers, wire cutter, looper",1,ea,B24,0,,
"Rulers plastic 12""",48.00,,B24,0,,
,36,ea,B25,0,,
10 Dram Vials,18.00,,B26,0,9/29/2023,
Capillary Tubes for SMP 20,4,pk,B27,0,,No caps
Capillary Tubes TLC Wide,10,Vials,B27,0,,
Small Vials,60.00,,B27,0,,
Capillary Tubes Melting Point,5,Vials,B28,0,,
Capillary Tubes X-Ray 0.3 mm,3,vials,B29,0,,
Capillary Tubes X-Ray 0.5 mm,3,vials,B29,0,,
"Capillary Tubes, Thin TLC  0.4mm ID x 75mm",3pk,(1200,B30,0,,
Cotton Swabs (large head),1,pk,B31,0,3/4/2024,pk is open
Cotton Swabs (small head),0,Units,B31,0,3/4/2024,
"Tooth Picks, 250 or 400/pk",7,pk,B31,0,3/4/2024,"6 pk, 250/pk, 1 pk, 400/pk"
"Protractors (4""), 12/pk",6pk,,B32,0,3/4/2024,
Protractors (larger),22,ea,B32,0,3/4/2024,
Assorted Shelf Hardware,misc.,,B33,0,3/4/2024,
"Large Hose Clamp, 10ea/pk",3,pk,B34,0,3/4/2024,
Large Twist Hose Clamp,3,ea,B34,0,3/4/2024,
Small Hose Clamps,2,ea,B34,0,3/4/2024,
Teflon Washer O-Ring (Used for Ammonia only),4.00,,B34,0,3/4/2024,
"12 ply 3x3 Gauze, 2 pads/pk",78,pk,B35,0,3/4/2024,
Sandpaper,20,ea,B36,0,3/4/2024,
Silicone sealant,3.00,,B36,0,3/4/2024,Sealant
Ultra Cold Freezer Gasket,1.00,,Back of Aisle 1/2,0,,
Fmir,1,box,Behind Drawer Shelves,0,,"More: white storage bin next to front door, middle aisle bottom shelf (left), middle aisle top shelf (left)"
minus 20 to 260 C,many,,Behind Drawer Shelves,0,,backup
poster board,some,,Behind Drawer Shelves,0,,
test tube racks,1,box,Behind Drawer Shelves,0,,The stockroom probably doesn't have callipers.
test tubes,1,box,Behind Drawer Shelves,0,,
test tubes (loose),1,box,Behind Drawer Shelves,0,,
Plastic Pillow (Cover with your own sweatshirt for a germ free sleep),,,Black Desk Top,0,4/10/2019,
Cork 15,many,,C01,0,,
Cork 16,many,,C02,0,,
Cork 17,many,,C03,0,,
Cork 18,many,,C04,0,,
Cork 19,many,,C05,0,,
Cork 20,many,,C06,0,,
Stoppers Rubber 1-Hole 5,many,,C07,0,,
Stoppers Rubber 1-Hole 6,0,Units,C07,0,,
Stoppers Rubber 1-Hole 7,many,,C08,0,,
Stoppers Rubber 1-Hole 10,many,,C09,0,,
Stoppers Rubber 1-Hole 11,many,,C09,0,,
Stoppers Rubber 1-Hole 8,many,,C09,0,,
Stoppers Rubber 1-Hole 9,2.00,,C09,0,,
Stoppers Rubber 2-Hole 0,many,,C10,0,,
Stoppers Rubber 2-Hole 00,many,,C10,0,,
Stoppers Rubber 2-Hole 1,many,,C11,0,,
Stoppers Rubber 2-Hole 2,many,,C12,0,,
pH Paper 0-3,6.00,,C13,0,,
pH Paper 1-2.5,6.00,,C13,0,,
Test Paper Alkacid,4.00,,C14,0,,
Test Paper Congo Red,26.00,,C14,0,,
Test Paper Methyl Violet,22.00,,C14,0,,
Fmir,20.00,,C14,0,,
Litmus Paper Blue,83,vials,C15,0,,
Litmus Paper Red,90,vials,C15,0,,
pH paper 6.5-10,0,Units,C16,0,,
Connecting Tube 105 degree,14,ea,C17,0,,
1x3 Spot Plate (black and white),5.00,,C18,0,,
3x4 Spot Plate,8.00,,C18,0,,
"200 mm x est. 24mm, est. 50ml  Sidearm Test Tubes",27,ea,C19,0,,
"200 mm x est. 24mm, est. 50ml  Sidearm Test Tubes",15,ea,C20,0,,
115mm x est 18mm est 20ml Sidearm Test Tube,25,ea,C21,0,,
"Stainless Steel Spatula 8""",many,,C22,0,,
Utilty knives knife blade,6,ea,C22,0,,
glass centrifuge tubes (15ml) corrning 8441 round bottom 40k g rating,8,ea,C23,0,5/25/2023,not disposable
"glass centrifuge tubes, 10 mL,",0.00,,C23,0,5/25/2023,
"glass centrifuge tubes, 3 mL",0.00,,C23,0,5/26/2023,
"glass centrifuge tubes, 5 mL, conical bottom",5,packs,C23,0,5/27/2023,"20/pack, disposable"
Weigh Bottles 22/12,5,ea,C24,0,,
Weigh Bottles 29/12,3.00,,C24,0,,
Weigh Bottles 45/12,12,ea,C24,0,,
"Drying Tubes 2""",0,Units,C25,0,,Out of Stock
"Drying Tubes 4""",0,Units,C25,0,,out of stock
"Drying Tubes 6""",0,Units,C26,0,,
"Drying Tubes 8""",9.00,,C26,0,,
"3 Way Adapters, 19/22",5,ea,C27,0,,
"distillation, adaptor, 19/22",14,ea,C27,0,,
Claisen Adaptor 14/20,5.00,,C28,0,,
Claisen Adaptor 19/22,4.00,,C28,0,,
Neoprene Fitment (thermometer),18,ea,C29,0,,
Straight Adapter unknown size,3.00,,C29,0,,
"Straight Adapter, 14/35",1,ea,C29,0,,
"Straight Adapter, 19/22",8.00,,C29,0,,
Medicine Dropper,200,ea,C30,0,,
pipet bulbs 2mL,4.00,,C31,0,3/4/2024,"wilkem cat # 13920017 3 pk, 72/pk, 4 pk, 10/pk"
pipet bulbs 1ml,5,pk,C32,0,3/4/2024,"wilkem cat # 13920012 2 pk, 72/pk, 4 pk, 10/pk"
NMR tubes C-502-7 (economy),5,pk,C33,0,3/27/2024,50/pk
NMR tubes XR-55-7 (expensive),5,pk,C34,0,3/4/2024,25/pk
Twist and Snap Minipul Opener,1,ea,C34,0,3/4/2024,
"NMR tubes C-502-7 (economy), backup",2,pk,C35,0,3/4/2024,
"NMR tubes XR-55-7 (expensive), backup",4,pk,C35,0,3/4/2024,
Dispos-a-mark,8,pk,C36,0,3/4/2024,"1 pk, 2 ea, 3 pk, 6 ea, 4 pk, 5 ea"
Ink Pads,3,pk,C36,0,3/4/2024,10/pk
Plotter Pens,3,packs,C36,0,3/4/2024,
Recorder Pens,4,ea,C36,0,3/4/2024,"Many are used, perkin elmer"
Tech Pen ink,3,tubes,C36,0,3/4/2024,
Various Ink,many,,C36,0,3/4/2024,
"Stainless Steel Spatula 8""",,,C58,0,,
Cork 22,many,,D01,0,,
Cork 24,many,,D02,0,,
Cork 26,many,,D03,0,,
Cork 28,2.00,,D04,0,,
Cork 30,many,,D05,0,,
Stoppers Rubber 2-Holes 3,many,,D07,0,,
Stoppers Rubber 2-Holes 4,many,,D08,0,,
Stoppers Rubber 2-Holes 5,many,,D09,0,,
Stoppers Rubber 2-Holes 6,many,,D10,0,,
Stoppers Rubber 2-Holes 7,many,,D11,0,,
Stoppers Rubber 2-Holes 8,many,,D11,0,,
Stoppers Rubber 2-Holes 9,many,,D11,0,,
Stoppers Rubber 2-Holes 10,many,,D12,0,,
Stoppers Rubber 2-Holes 11,many,,D12,0,,
Stoppers Rubber 2-Holes 12,many,,D12,0,,
Filter Paper 2.7 cm,3,boxes,D13,0,11/28/2022,
Filter Paper 4.25 cm,19,boxes,D13,0,11/28/2022,
Filter Paper 5.5cm,10,boxes,D14,0,11/28/2022,
Filter Paper 7cm,24,boxes,D15,0,11/28/2022,
Filter Paper 9cm,14,boxes,D16,0,11/28/2022,
Specialty filter paper 9cm,2,boxes,D16,0,11/28/2022,
Filter Paper 11cm,14,boxes,D17,0,11/18/2022,Backup location(s): 65
Filter Paper 12.5cm,4,boxes,D18,0,11/18/2022,Backup location(s): 65
9cm Ashless filter paper,1,bag,D19,0,,Backup location(s): 65
disposable reagent reservoirs,2.00,,D20,0,,
,,,,0,,
Pipette Pumps 25ml,~14,,D21,0,1/6/2023,Backup Stock on shelf 58
Pipette Pumps 10ml,13.00,,D22,0,1/6/2023,Backup Stock on shelf 58
"Pipet Pumps, 2ml",27.00,,D23,0,1/6/2023,Backup Stock on shelf 58
SEM Sample Mounts,90,ea,D24,0,,"packed in bags, sign out as each"
Round Bottom Flasks  25ml,6.00,,D25,0,,
Round Bottom Flasks  50 ml,2.00,,D25,0,,
Round Bottom Flasks 100ml,13,ea,D26,0,,"More in A12, A30"
Round Bottom Flasks 250ml,1,ea,D26,0,,
Solid Sample Cartridge,15,ea,D27,0,,
Round Bottom Flasks 500ml,4,ea,D28,0,,
"Glass stir rods 10""",45,apx.,D29,0,9/5/2024,
"Glass stir rods 8""",0,ea,D29,0,9/5/2024,
"Glass stir rods 6""",2,ea,D30,0,9/5/2024,
Rubber Policemen,6,Packs,D30,0,,
Projection Lamp,3.00,,D31,0,3/4/2024,
Photo Optic Halogen Lamp (short),25.00,,D31,0,3/4/2024,
Photo Optic Halogen Lamp (tall),5.00,,D31,0,3/4/2024,
"Ushio halogen projector lamp, 82V 300W",1,ea,D31,0,3/4/2024,
Ushio halogen lamp 24V 300W,7,ea,D32,0,3/4/2024,
Ushio Halogen Lamp 120V 600W,4,ea,D32,0,3/4/2024,
Philips Low Voltage Halogen Lamp (Genesys 20 VIS) 6V 10W,8,ea,D32,0,3/4/2024,
Philips focusline lamp 24V 300W,7,ea,D32,0,3/4/2024,
Quartzline lamp 82V 360W,7,ea,D33,0,3/4/2024,
Precision Lamp for optical devices,1,ea,D33,0,3/4/2024,
Small Bulb,2,ea,D33,0,3/4/2024,
GE lighting spec 20 vis,1,pk,D33,0,3/4/2024,"10/pk, 333385"
Sharpie Flip Chart,1,pk,D34,0,3/4/2024,"8/pk, assorted colors"
Liquid Tip permanent marker,7,ea,D34,0,3/4/2024,red
"Universal permanent markers, chisel tip",20,ea,D34,0,3/4/2024,
fabric markers,1,ea,D34,0,3/4/2024,black
Sharpie Paint Marker,21,ea,D34,0,3/4/2024,black
Compasses,17,ea,D35,0,3/4/2024,
Fine Sharpie (boxes of 12ct),6,ea,D36,0,3/4/2024,black
Fine sharpie,7,ea,D36,0,3/4/2024,blue
Regular sharpie,1,bag,D36,0,3/4/2024,"blue, red"
odd frames and pictures and plaque,,,Drawer By the Sink,0,,
Clamps Taper,many,,E01,0,,
Clamps Kem,many,,E02,0,,
Clamps Pinchcock,many,,E03,0,,
Clamps Hoffman Screw,many,,E04,0,,
Clamps Ball and Socket misc,many,,E05,0,,
"Clamps, assorted",many,,E06,0,,
Adaptor Filter Ring,100,ea,E07,0,,
Adaptor Filter Extra Small,51,ea,E08,0,,
Adaptor Filter Small,64,ea,E08,0,,
Adapters Filter Medium,9.00,,E09,0,,
Large Filter Adaptors,many,,E10,0,,
Misc hardware,many,,E11,0,,
"Paint Brushes 1""",0.00,,E11,0,,
"Weigh Paper 3""x3""",20,packs/500,E13,0,7/7/2022,Backup location(s): 65
"Weigh Paper 4""x 4""",13,packs/500,E14,0,2/16/2022,Backup location(s): 65
Small Weigh Dishes,1,pack,E15,0,2/2/2024,"0 packs backup stock, shelf 64"
Weigh Boats Medium,1,bags,E16 & E17,0,2/2/2024,
Weigh Boats XLarge,5,packs,64,0,2/2/2024,
Weigh Boats Large,many,,64,0,1/6/2023,
Weigh Boats Aluminum Large,200.00,,E17,0,,
Weigh Boats Aluminum medium,3,bags,E18,0,,
Assorted Test Tubes,many,,E19,0,,
"O-Ring for Pipettor, P-1000",8.00,,E20,0,1/6/2023,
"O-Ring for Pipettor, P-200",15.00,,E20,0,1/6/2023,
"D-Ring for pipettor, P-20",~15,,E20,0,1/6/2023,"TINY, and sold individually"
"Teflon Seal for Pipettor, P-1000",9.00,,E20,0,1/6/2023,"TINY, and sold individually"
"Teflon Seal for Pipettor, P-20",15.00,,E20,0,1/6/2023,"TINY, and sold individually"
"Teflon Seal for Pipettor, P-200",13.00,,E20,0,1/6/2023,"TINY, and sold individually"
"Broken Glass Bags - Liner, trash bags heavy duty for broken glass boxess ONLY!",2,ea,F33,0,,only to be put into each broken glass disposal box as the liner when it is set up. Old location E21
IR accessories,4,tube,E22,0,,"TINY, and sold individually"
Pipette Bulbs 2-50 mL,~15,,E23,0,1/6/2023,
Bases for Graduated Cylinders large,25,ea,E24,0,,
Bases for Graduated Cylinders medium,25,ea,E24,0,,
Bases for Graduated Cylinders small,100,ea,E24,0,,
Stopcocks,6.00,,E24,0,,
Tube T t-connector large,40.00,,E25,0,,
Glass syringe barrels 10 mL,54.00,,E26,0,,
Quick Disconnects 1/4-5/16,24.00,,E27,0,,Backup location(s): F
Quick Disconnects 1/8-1/4,24.00,,E27,0,,
"Stopcock, Luer Locks",11.00,,E27,0,,
Tube U u-connector large,25.00,,E27,0,,
X and Y Tubes,2,bag,E28,0,,
Microscope Slides,14,packs/72,E29,0,7/6/2022,
Microcope Coverglass,13,boxes/100,E30,0,,
BZK anti-septic towelettes,4,boxes,E31,0,3/4/2024,25 each
Alcohol Wipes,4,boxes,E31,0,3/4/2024,"400ct,200ct,100ct"
"3/4"" WHITE label tape for lab",12,rolls,E32,0,5/26/2023,Backup location(s): 111
"3/4"" TAN label tape for lab",8,rolls,E32,0,10/30/2023,
"Teflon Tape 1/2""",6,rolls,E33,0,5/26/2023,
"Teflon Tape 3/4"" Low Density",18,rolls,E33,0,5/26/2023,6 rolls back up shelf 52
2ml,1,roll,E34,0,5/26/2023,
"Autoclave Tape 3/4""",12,rolls,E34,0,5/26/2023,
"Autoclave Tape 1""",1,roll,E34,0,5/26/2023,
"3/4"" COLORED Label Tape blue,  yellow, green",23,rolls,E35,0,8/22/2024,"10 yellow, 13 blue, Backup location(s): 111"
painter masking tape orange or blue,3,rolls,E36,0,5/26/2023,
"1"" inner diameter x 4' glass tubing",1.00,,End of glassware aisle,0,,Back up shelf 52
"1/4"" inner diameter x 4' glass tubing",3,,End of glassware aisle,0,,
test tube tongs,~25,ea,F01,0,,
Multi-color balloons,20,blue,F02,0,5/24/2023,
Wooden Handles,12.00,,F03,0,,
Lens Paper,5,packs,F04,0,,
Scoopula,25.00,,F05,0,,
"Forceps 10""",6.00,,F06,0,,
"Forceps 12""",1.00,,F06,0,,
"Forceps 6""",0,Units,F06,0,,
"Forceps 8""",1.00,,F06,0,,
"Forceps Curved 5.5""",3.00,,F06,0,,
"Forceps Dissecting 5.5""",4.00,,F06,0,,
Scalpel Handle,0,Units,F06,0,,
Labfoots,35.00,,F07,0,,
Assorted Wire,12,books,F08,0,,
Talon Hook Connector,100.00,,F09,0,,
Wooden Stir Sticks,3,packs,F10,0,,
Small glass scoop ~5ml,5.00,,F11,0,,
Buchner Glass Funnels 15 mL,5.00,,F12,0,,
Buchner Glass Funnels 2 mL,1.00,,F12,0,,
Buchner Glass Funnels 30 mL,1.00,,F12,0,,
Buchner Glass Funnels 60 mL,2,ea.,F12,0,,
Splashgon Funnel,25.00,,F13,0,,
Glass Scorer,1,box,F14,0,,
Vigreaux Column 14/20,2.00,,F14,0,,
Vigreaux Column 19/22,8.00,,F14,0,,
100 Drawer Dividers,100.00,,F15,0,,
"Scoops, medium",2,packs/,F15,0,,
"Scissors, children's",0.00,,F16,0,6/26/2023,
"Scissors, office",10.00,,F16,0,6/26/2023,
Tin snips (metal shears or scissors),12.00,,F16,0,,
Isolute SPE Columns 70 mL,3,pks/,F17,0,,
Varu-Tech Collection Tubes,80.00,,F18,0,,
Bunsen Burners,7.00,,F19,0,,
Electric Stirrer Rods,5.00,,F20,0,,
Impeller glass shafts for electric stirrer,5.00,,F20,0,,
Impeller white teflon blades for electric stirrer,5.00,,F20,0,,
X-Ray Diffraction sample Capillaries 1.0 mm,6,vials,F21,0,,
Septum GC Assorted Sizes,several,,F22,0,,
"Septum White Rubber, 16mm,TS 14/20 & smaller (sleeve style)",1,bag,F23,0,,
Rubber Septa (Septum caps) 19/22,I,bag,F24,0,,
small glass stoppers,100.00,,F25,0,,
"Stopper, hollow glass ground",100.00,,F26,0,,
Stoppers Glass Assorted Medium,200.00,,F27,0,,
Stoppers Glass Assorted Medium,50.00,,F28,0,,
Stoppers Glass Medium,50.00,,F29,0,,
Stoppers Glass Large,20.00,,F30,0,,
metal security anchors for mettler balance,11,ea,F31,0,5/26/2023,
misc hardware,1,bag,F31,0,5/26/2023,
Spare CO2 Sensor for GH006A Incubator,1,ea,F31,0,5/26/2023,Paula paid ~$420 11/08/17
Thumbtacks,1,pk,F31,0,5/26/2023,60/pk
Double Sided mounting Tape,3,rolls,F32,0,5/26/2023,"1 roll partially used, holds up to 15 lbs"
Double sided tape roll w/dispenser,3,rolls,F32,0,5/26/2023,
"Double sided tape, puffy white",1,roll,F32,0,5/26/2023,
Clear Shipping tape,4,rolls,F32,0,5/26/2023,
Super Glue,3,tubes,F32,0,4/18/2024,1 partially used
Modeling Clay,1,pack,F33,0,5/26/2023,"blue, red, yellow, green"
"low temp Masking Tape, 2""",2,rolls,F34,0,5/26/2023,
Nylon braided ribbon,1,roll,F34,0,5/26/2023,
black electrical tape,6,rolls,F34,0,5/26/2023,1 open
"low temp masking tape, 3/4""",5,rolls,F34,0,5/26/2023,
stopcock grease,1,tube,F35,0,5/26/2023,"$75/tube, full refund if used and returned"
5 minute epoxy,4,tubes,F35,0,5/26/2023,
assorted lids,7,ea,F36,0,5/26/2023,
twist ties,1,bundle,F36,0,5/26/2023,
Side Arm Test Tubes,4,ea.,G01,0,,
Chemical Resistant Gloves,5,pairs,G02,0,,
Gauze Ceramic Wire,100,ea.,G03,0,,
"Razor Blades, straight, single sided 100/box",1,ea.,G04,0,,
"Wire Gauze, screen",50.00,,G05,0,,
Files Round large,4.00,,G06,0,,
Files Round Small,15.00,,G06,0,,
Files Triangular,2.00,,G06,0,6/24/2022,
Vacuum Pumps,9.00,,G07,0,,
"Sleeve or Septum Stoppers, 24, fits 14/20-14/35, white rubber",1,bag,G08,0,9/22/2021,
"Sleeve or Septum Stoppers, 26, fits 19/22-19/38, white rubber",1,bag,G08,0,9/22/2021,
"Sleeve or Septum stoppers, 45, fits 24/40, rubber",14,ea.,G08,0,9/22/2021,
Eye Droppers (Small Pippettes),100.00,,G09,0,,
Bungee Cords,9.00,,G10,0,,
Cleaning Wires,2.00,,G10,0,,
Tubes with lock on the end,4.00,,G12,0,,
6x50mm test tubes (culture tubes),0.75,pack,G13,0,7/20/2022,
Cover Slips 18mm (microscope covers),8.00,,G13,0,,
Strange Glassware,5.00,,G14,0,,
Crucible Adapters,50.00,,G15,0,,These may be called durham tubes
Porcelain Plates Large,60.00,,G16,0,,
Porcelain Plates Medium,80.00,,G16,0,,
Porcelain Plates Small,70.00,,G16,0,,
Porcelain Boat Large,3.00,,G17,0,,
Porcelain Boat Small,30.00,,G17,0,,
Ceramic Hearth,1000.00,,G18,0,,
Rubber Fitting Adapters,3,pack/12,G19,0,,
Keck Clamps (Blue),9,packs,G20,0,,
Keck Clamps (Green),5,Packs,G20,0,,Cg-1040-12
Keck Clamps (Yellow),6,Packs,G20,0,,
Side-Arm Test Tubes,2,Ea.,G21,0,,
1 oz Pipet Bulbs,at,least,G22,0,1/6/2023,
2 oz Pipet Bulbs,5.00,,G23,0,1/6/2023,
Pipet Fillers (Bulbs),8.00,,G24,0,1/6/2023,
16-22 Caps,216,ea,G25,0,,
,17,ea,G26,0,,
Heart Flasks 19/22,9.00,,G27,0,,
Vigreux Distillation Columns 14/20,2.00,,G27,0,,
Vigreux Distillation Columns 19/22,6.00,,G27,0,,
`,15.00,,G28,0,,
Specific Gravity Bottles 10 mL,13,ea,G30,0,,
Specific Gravity Bottles 100 mL,3.00,,G30,0,,Distillation adapters
Specific Gravity Glass bottles 50 mL,1.00,,G30,0,,
,5,ea,G31,0,,
"1"" x 5/16"" Magnetic Stir Bars",50.00,,G31,0,5/26/2023,teflon
"Stir Bar 1/2"" x 1/8""",22,ea,G31,0,5/26/2023,teflon
"Stir Bar 1-1/8"" x 5/16""",0.00,,G31,0,5/26/2023,
Stir Bar 40 x 8 mm,115.00,,G31,0,5/24/2023,teflon
Stir Bar 6mm x 15mm egg shape,15.00,,G31,0,5/24/2023,PTFE covered
"2""x3"" Plastic Zip Bags",Many,,G32,0,5/26/2023,
"3""x5"" Ziploc Bags",Many,,G33,0,5/26/2023,
"4"" x 6"" Plastic Zip Bags",50,ea,G33,0,5/26/2023,
"9"" x 12"" plastic zip bags",25,ea,G34,0,5/26/2023,
"6"" x 9"" plastic zip bags",500,ea,G34,0,5/26/2023,
"4"" x 10"" Plastic Non-Zip Bags",Many,,G35,0,5/26/2023,back up in blue basket (52)
"9"" x 15"" Plastic Non-Zip Bags",~100,,G35,0,5/26/2023,back up in blue basket (52) & 55
High Vacuum Grease,8,tubes,G36,0,5/26/2023,
Sleeved Septum 19/22- 19/38 & other random sizes,1,box,G08,0,,
digital caliper,5,boxes,Mailboxes (skinny shelves middle aisle left end),0,,
acetate plactic paper roll,2,bottles,Paula's office,0,,
Boric Acid,,,Paula's office,0,,
Sylgard 184 Silicone Elastomer Kit,2,ea,Paula's office,0,,
Syringes,3.00,,Paula's Office,0,8/2/2023,
Assorted Condensors,,,SB-01,0,,
"Funnel, 35mm Long Stem Glass",5.00,,SB-01,0,,
"Funnel, 65mm Long Stem Glass",3.00,,SB-01,0,,
"Funnel, 65mm Long Stem Glass",3.00,,SB-01,0,,
"Test Tubes,  Large + small",25+,,SB-01,0,,
#7548 stopcock assembly 90 degrees 2 inlet,4.00,,SB02,0,,
"buret, 100ml, blank, kimax, 89",1.00,,SB02,0,,
"distilling flask, heart, 50ml, kimax #26015, side arm",1.00,,SB02,0,,
standing bulbus bent test tube,1.00,,SB02,0,,
stopcock assembly glass 2 inlet blank,2.00,,SB02,0,,
stopcock assembly glass 4 inlet blank,2.00,,SB02,0,,
"stopcock assembly, 2 inlets on body, 1 smooth tapered outlet",1.00,,SB02,0,,
"stopcock assembly, straight, 1 inlet on body, 1 outlet on bowl",2.00,,SB02,0,,
"stopcock assembly, straight, 1 inlet, 1 outlet on body",1.00,,SB02,0,,
"stopcock assembly, straight, 2 inlet, 1 outlet on body",1.00,,SB02,0,,
stopcock valve assembly with s/t connector and teflon plug,2.00,,SB02,0,,
"18"" tube goes into skinny tube with valve slot in middle",1.00,,SB-02,0,,
Elbow Connector,2.00,,SB-02,0,,
four long tube crosspiece,2.00,,SB-02,0,,
"glass needle valve ? (two tops, tubular glass pipe with valve type things, L shaped) ""custom looking""",1.00,,SB-02,0,,
"glass tube 1"" diameter",1.00,,SB-02,0,,
glass valves,6.00,,SB-02,0,,probably 18 inches long
L piece tubing w/ open top,4.00,,SB-02,0,,
"left has open bulbous thing, right is closed, stands by self",1.00,,SB-02,0,,
"long tube skinny 12"" with two arms one side valve slot in middle",1.00,,SB-02,0,,
"long tube skinny 12"" with valve slot in middle",3.00,,SB-02,0,,
piece with 2 side arm tubes,1.00,,SB-02,0,,
plastic valve,1.00,,SB-02,0,,
tube w/ side arm tube & bulbous bottom,1.00,,SB-02,0,,
tube with branched side arm tube,1.00,,SB-02,0,,
"tubes with valve slot in middle, straight arm on one side, tow arms on other, one pointing outward. 2 with plastic valve.",3.00,,SB-02,0,,
"Glass condenser, ahlin allihn alhin abt 200mm x 2"" diameter",1.00,,SB-03,0,,
"Glass condenser, simple 19/22 Kontes 7""",5.00,,SB-03,0,,
"Simple Glass Condenser, Kontes 7""",2.00,,SB-03,0,,
2000mL Erlenmeyer flasks,6.00,,SB-04,0,,
500mL Graduated cylinder with yellow plug,1.00,,SB-04,0,,
Thermowell Heater 500mL,14.00,,SB-05,0,,
Thermowell Heater 500mL,14.00,,SB-05,0,,
1000mL Erlenmeyer flask,1.00,,SB-06,0,,
2000mL Erlenmeyer flasks,1.00,,SB-06,0,,
500mL Erlenmeyer flask,17.00,,SB-06,0,,
Heating Mantle Cylindrical,2.00,,SB-07,0,,
Heating Mantle Cylindrical,2.00,,SB-07,0,,
Heating Mantle Nest shape,4.00,,SB-07,0,,
Heating Mantle Nest shape,4.00,,SB-07,0,,
Thermowell Heater 5000mL,1.00,,SB-07,0,,
Thermowell Heater 5000mL,1.00,,SB-07,0,,
Melting Pots,4.00,,SB-08,0,,
Melting Pots,8.00,,SB-09,0,,
500mL Round Bottom Flask,33.00,,SB-10,0,,
150mL yellow round flat bottom flask,2.00,,SB-11,0,,
25 mL benet? Buret?,2.00,,SB-11,0,,
250 mL roundbottom flask,1.00,,SB-11,0,,
250 mL seperator funnel,1.00,,SB-11,0,,
250mL red round flat bottom flask,1.00,,SB-11,0,,
300mL round bottom flask,1.00,,SB-11,0,,
bent glass tube w/ side arm,1.00,,SB-11,0,,
"bent glass tube w/ small tube inside, side-arm",2.00,,SB-11,0,,
"distillation benet?, with stopcock and wide top",1.00,,SB-11,0,,
distillation column tube inside w/ small indents vigreaux?,1.00,,SB-11,0,,
distillation column w/ spiral sided inner tube,1.00,,SB-11,0,,
distillation column w/ spiral tubing inside,2.00,,SB-11,0,,
"distillation connector, long frosted end",2.00,,SB-11,0,,
distillation connectors,5.00,,SB-11,0,,
"distillation something, suction-line end",3.00,,SB-11,0,,
distillation stopper 14/20,1.00,,SB-11,0,,
distillation stopper 24/20,1.00,,SB-11,0,,
distillation tube complex w/ white/black plug,2.00,,SB-11,0,,
distillation tube connectors w/ side arm,2.00,,SB-11,0,,
distillation tube long 2- sidearms wide top,3.00,,SB-11,0,,
glass stopcock w/ traight and bent tubes,3.00,,SB-11,0,,
h-shaped glass tube,1.00,,SB-11,0,,8
rubber stopper with glass tube,1.00,,SB-11,0,,
rubber stoppers,3.00,,SB-11,0,,
y-shaped distillation tube,1.00,,SB-11,0,,
100mL graduated cylinder,1.00,,SB-13,0,,
100mL volumetric flask,1.00,,SB-13,0,,
125mL separatory funnel,2.00,,SB-13,0,,
250mL vacuum flask,1.00,,SB-13,0,,
25mL graduated cylinder,2.00,,SB-13,0,,
500mL Vacuum flask,2.00,,SB-13,0,,
5mL graduated cylinder,1.00,,SB-13,0,,
corks,5.00,,SB-13,0,,
distillation column (broken),1.00,,SB-13,0,,
glass funnel    ?? Is this wide or narrow spout?Long or short stem? Diameter of top opening?,1.00,,SB-13,0,,
glass microfuge tubes,8.00,,SB-13,0,,
glass stirring rods,4.00,,SB-13,0,,
glass stopcocks,8.00,,SB-13,0,,
glass stoppers,2.00,,SB-13,0,,
glass tubing attachment,1.00,,SB-13,0,,
latex,1.00,,SB-13,0,,
nalgene quick-connect plastic tip,1.00,,SB-13,0,,
piece of rubber tubing,1.00,,SB-13,0,,
plastic gear-like pieces,12.00,,SB-13,0,,
ring stand clamp,1.00,,SB-13,0,,
round-bottomed glass tube,1.00,,SB-13,0,,
rubber stopper,6.00,,SB-13,0,,
separatory funnel (large),1.00,,SB-13,0,,
test tube,13.00,,SB-13,0,,
watch glass mortar,1.00,,SB-13,0,,
,1.00,,SB-14,0,,
"10.5"" tube one narrow end /w narrow branch",1.00,,SB-14,0,,
100mL heart flask,1.00,,SB-14,0,,
10mL heart flask,3.00,,SB-14,0,,
10mL heart flask w/ side arm (small),1.00,,SB-14,0,,
125mL Elongated Erlenmyer Flask,1.00,,SB-14,0,,
2000mL Round bottom flask,2.00,,SB-14,0,,
250mL Distillation column,1.00,,SB-14,0,,
250mL Round flat bottom flask (red),1.00,,SB-14,0,,
